date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:04	4098/4098	---MCZ	200	added ('OK')	text/css	etag:W/%22663492b7-1002%22	https://appventureztech.in/wp-content/themes/appventurez_theme/css/owl.carousel.min.css	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/css/owl.carousel.min.css	(from https://appventureztech.in/)
15:33:04	4704/4704	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22664732f2-1260%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/logo_whites.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/logo_whites.svg	(from https://appventureztech.in/)
15:33:04	1783/1783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266349f1b-6f7%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/logo/us.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/logo/us.svg	(from https://appventureztech.in/)
15:33:05	323/323	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226634984e-143%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/contact/white_down_arrow.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/contact/white_down_arrow.svg	(from https://appventureztech.in/)
15:33:05	126614/126614	---M--	200	added ('OK')	image/gif	etag:%226634970e-1ee96%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/thankyou.gif	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/thankyou.gif	(from https://appventureztech.in/)
15:33:05	111106/111106	---M--	200	added ('OK')	image/png	etag:%22663498a5-1b202%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/trusted_logos_desktop.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/trusted_logos_desktop.png	(from https://appventureztech.in/)
15:33:05	104290/104290	---M--	200	added ('OK')	image/png	etag:%22663498aa-19762%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/trusted_logos_mobile.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/trusted_logos_mobile.png	(from https://appventureztech.in/)
15:33:06	81636/81636	---M--	200	added ('OK')	image/png	etag:%226634a680-13ee4%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/gribb-image.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/gribb-image.png	(from https://appventureztech.in/)
15:33:06	4377/4377	---M--	200	added ('OK')	image/png	etag:%226634a681-1119%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/gribb-logo.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/gribb-logo.png	(from https://appventureztech.in/)
15:33:06	75720/75720	---M--	200	added ('OK')	image/png	etag:%2266349756-127c8%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/matajir.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/matajir.png	(from https://appventureztech.in/)
15:33:06	4244/4244	---M--	200	added ('OK')	image/png	etag:%2266349774-1094%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/MatajerLogo.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/MatajerLogo.png	(from https://appventureztech.in/)
15:33:07	208559/208559	---M--	200	added ('OK')	image/png	etag:%226634a680-32eaf%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/EFL-Image.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/EFL-Image.png	(from https://appventureztech.in/)
15:33:07	7951/7951	---M--	200	added ('OK')	image/png	etag:%226634a681-1f0f%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/EFL-Logo.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/EFL-Logo.png	(from https://appventureztech.in/)
15:33:07	79116/79116	---M--	200	added ('OK')	image/png	etag:%2266349776-1350c%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/ai-cta.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/ai-cta.png	(from https://appventureztech.in/)
15:33:07	332893/332893	---M--	200	added ('OK')	image/png	etag:%2266349726-5145d%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Healthcare.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Healthcare.png	(from https://appventureztech.in/)
15:33:08	257696/257696	---M--	200	added ('OK')	image/png	etag:%2266349738-3eea0%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Fintech.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Fintech.png	(from https://appventureztech.in/)
15:33:08	314629/314629	---M--	200	added ('OK')	image/png	etag:%2266349732-4cd05%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Logistics.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Logistics.png	(from https://appventureztech.in/)
15:33:08	485205/485205	---M--	200	added ('OK')	image/png	etag:%226634973d-76755%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Ecommerce.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Ecommerce.png	(from https://appventureztech.in/)
15:33:08	384018/384018	---M--	200	added ('OK')	image/png	etag:%2266349728-5dc12%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Education.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/Education.png	(from https://appventureztech.in/)
15:33:08	360276/360276	---M--	200	added ('OK')	image/png	etag:%2266349748-57f54%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/entertainment.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/industriesServe/entertainment.png	(from https://appventureztech.in/)
15:33:09	235812/235812	---M--	200	added ('OK')	image/png	etag:%2266349f5a-39924%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Jeroen-Bruinooge.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Jeroen-Bruinooge.png	(from https://appventureztech.in/)
15:33:09	2081/2081	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266349f31-821%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/rating-star.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/rating-star.svg	(from https://appventureztech.in/)
15:33:09	16373/16373	---M--	200	added ('OK')	image/png	etag:%2266349928-3ff5%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Client-Review.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Client-Review.png	(from https://appventureztech.in/)
15:33:09	52367/52367	---M--	200	added ('OK')	image/png	etag:%226634989f-cc8f%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Mike01.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Mike01.png	(from https://appventureztech.in/)
15:33:09	45979/45979	---M--	200	added ('OK')	image/png	etag:%2266349929-b39b%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Rohit01.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/Rohit01.png	(from https://appventureztech.in/)
15:33:10	1092/1092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266349923-444%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/whatsapp.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/whatsapp.svg	(from https://appventureztech.in/)
15:33:10	2103/2103	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226634989b-837%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/skype.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/skype.svg	(from https://appventureztech.in/)
15:33:10	16338/16338	---M--	200	added ('OK')	image/png	etag:%2266347f7b-3fd2%22	https://appventureztech.in/wp-content/plugins/sticky-chat-whatsap/images/whatsapp.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/sticky-chat-whatsap/images/whatsapp.png	(from https://appventureztech.in/)
15:33:10	11117/11117	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266348259-2b6d%22	https://appventureztech.in/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.7	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/contact-form-7/includes/swv/js/index38d6.js	(from https://appventureztech.in/)
15:33:10	13182/13182	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266348080-337e%22	https://appventureztech.in/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.7	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/contact-form-7/includes/js/index38d6.js	(from https://appventureztech.in/)
15:33:11	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266322ae4-15601%22	https://appventureztech.in/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-includes/js/jquery/jquery.minf43b.js	(from https://appventureztech.in/)
15:33:11	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266322ae4-3509%22	https://appventureztech.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://appventureztech.in/)
15:33:11	23839/23839	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266347ff0-5d1f%22	https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/js/intlTelInput.min.js?ver=6.6.1	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/js/intlTelInput.minb6a4.js	(from https://appventureztech.in/)
15:33:11	17280/17280	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266347ff1-4380%22	https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/js/countrySelect.min.js?ver=6.6.1	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/js/countrySelect.minb6a4.js	(from https://appventureztech.in/)
15:33:12	5542/5542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266349284-15a6%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/main.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/main.js	(from https://appventureztech.in/)
15:33:12	84355/84355	---MCZ	200	added ('OK')	application/javascript	etag:W/%226634928a-14983%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/jquery.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/jquery.min.js	(from https://appventureztech.in/)
15:33:12	140630/140630	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663492e7-22556%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/swipper/swiper-bundle.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/swipper/swiper-bundle.min.js	(from https://appventureztech.in/)
15:33:12	977/977	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663492e6-3d1%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/swipper/gallery_carousel.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/swipper/gallery_carousel.js	(from https://appventureztech.in/)
15:33:13	40461/40461	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-9e0d%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick.min.js	(from https://appventureztech.in/)
15:33:13	807/807	---MCZ	200	added ('OK')	application/javascript	etag:W/%226634928d-327%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/carosual.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/carosual.js	(from https://appventureztech.in/)
15:33:13	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266349290-ad36%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/owl.carousel.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/owl.carousel.min.js	(from https://appventureztech.in/)
15:33:13	2449/2449	---MCZ	200	added ('OK')	application/javascript	etag:W/%226634927f-991%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/owl-carosual-custom.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/owl-carosual-custom.js	(from https://appventureztech.in/)
15:33:13	5023/5023	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663492de-139f%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/lazy/jquery.lazy.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/lazy/jquery.lazy.min.js	(from https://appventureztech.in/)
15:33:14	4487/4487	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663492de-1187%22	https://appventureztech.in/wp-content/themes/appventurez_theme/js/lazy/jquery.lazy.plugins.min.js	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/js/lazy/jquery.lazy.plugins.min.js	(from https://appventureztech.in/)
15:33:14	65960/65960	---M--	200	added ('OK')	image/png	etag:%2266347fec-101a8%22	https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/img/flags.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/img/flags.png	(from https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/css/intlTelInput.min.css?ver=6.6.1)
15:33:14	173609/173609	---M--	200	added ('OK')	image/png	etag:%2266347feb-2a629%22	https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/img/flags@2x.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/img/flags@2x.png	(from https://appventureztech.in/wp-content/plugins/country-phone-field-contact-form-7/assets/css/intlTelInput.min.css?ver=6.6.1)
15:33:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:14%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Regular.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Regular.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:15%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Medium.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Medium.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:16%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-SemiBold.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-SemiBold.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:16%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Bold.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font-playfair/PlayfairDisplay-Bold.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:17	130808/130808	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%226634a017-1fef8%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Light.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Light.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:17	130836/130836	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%2266349fec-1ff14%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Regular.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Regular.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:17	130980/130980	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%226634a012-1ffa4%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Medium.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Medium.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:18	130764/130764	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%226634a00e-1fecc%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-SemiBold.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-SemiBold.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:18	130864/130864	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%2266349fee-1ff30%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Bold.ttf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font/OpenSans-Bold.ttf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:19	8760/8760	---MC-	200	added ('OK')	font/opentype	etag:W/%2266349faa-2238%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/font-Bebas/Bebas-Regular.otf	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/font-Bebas/Bebas-Regular.otf	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:19	323/323	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266349854-143%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/contact/dark_down_arrow.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/contact/dark_down_arrow.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:20	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:20%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/department-chatBot/data-poweredBanner.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/department-chatBot/data-poweredBanner.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:21	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:21%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ezipay/CTA_01.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ezipay/CTA_01.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:21	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:21%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/tontiy/CTA_02.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/tontiy/CTA_02.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:22	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:21%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/clear/clear_cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/clear/clear_cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:22	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:22%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/matajer_cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/matajer_cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:23	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:22%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/asapp_cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/asapp_cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:23	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:23%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/dayprise_cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/dayprise_cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:23	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:23%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/toogether/toogether_Cta.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/toogether/toogether_Cta.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:24	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:23%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/department-chatBot/CTA_Banner_Orange.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/department-chatBot/CTA_Banner_Orange.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
